//              Time(s)       P[1](Prismatic:6)(mm) 
               0,00000       517,92600    
               0,02973       521,84100    
               0,05946       533,59436    
               0,08919       552,74700    
               0,11892       573,62793    
               0,14865       594,54300    
               0,17838       615,49200    
               0,20811       636,47400    
               0,23784       657,48700    
               0,26757       678,53100    
               0,29730       699,60500    
               0,32703       720,70800    
               0,35676       741,83900    
               0,38649       762,99900    
               0,41622       784,18500    
               0,44595       805,39700    
               0,47568       826,63500    
               0,50540       847,89800    
               0,53514       869,18500    
               0,56486       890,49500    
               0,59459       911,82900    
               0,62432       933,18500    
               0,65405       954,56400    
               0,68378       975,96300    
               0,71351       997,38400    
               0,74324       1018,82000   
               0,77297       1040,29000   
               0,80270       1061,77000   
               0,83243       1083,26000   
               0,86216       1104,78000   
               0,89189       1126,32000   
               0,92162       1147,87000   
               0,95135       1169,44000   
               0,98108       1191,03000   
               1,01081       1212,00000   
               1,04054       1226,41000   
               1,07027       1232,79000   
               1,10000       1231,13000   
               1,12973       1221,44000   
               1,15946       1203,72000   
               1,18919       1182,12000   
               1,21892       1160,54000   
               1,24865       1138,98000   
               1,27838       1117,43000   
               1,30811       1095,91000   
               1,33784       1074,40000   
               1,36757       1052,91000   
               1,39730       1031,43000   
               1,42703       1009,98000   
               1,45676       988,55000    
               1,48649       967,13900    
               1,51622       945,74900    
               1,54595       924,38000    
               1,57568       903,03418    
               1,60541       881,71100    
               1,63514       860,41100    
               1,66486       839,29300    
               1,69459       819,31189    
               1,72432       800,61700    
               1,75405       782,42100    
               1,78378       764,25900    
               1,81351       746,13300    
               1,84324       728,04000    
               1,87297       709,98100    
               1,90270       691,95600    
               1,93243       673,96400    
               1,96216       656,00600    
               1,99189       638,08100    
               2,02162       622,50647    
               2,05135       614,73100    
               2,08108       615,25200    
               2,11081       627,05000    
               2,14054       651,01200    
               2,17027       686,27000    
               2,20000       723,94200    
               2,22973       761,90200    
               2,25946       800,13900    
               2,28919       838,64000    
               2,31892       877,39500    
               2,34865       916,39300    
               2,37838       955,62500    
               2,40811       995,08000    
               2,43784       1034,75000   
               2,46757       1074,63000   
               2,49730       1114,70000   
               2,52703       1154,97000   
               2,55676       1195,41000   
               2,58649       1236,04000   
               2,61622       1276,83000   
               2,64595       1317,79000   
               2,67568       1358,90000   
               2,70541       1400,16000   
               2,73514       1441,57000   
               2,76486       1483,12000   
               2,79459       1524,80000   
               2,82432       1566,62000   
               2,85405       1608,55000   
               2,88378       1650,61000   
               2,91351       1692,37000   
               2,94324       1729,85000   
               2,97297       1753,20000   
               3,00270       1761,46000   
               3,03243       1754,61000   
               3,06216       1733,43000   
               3,09189       1698,84000   
               3,12162       1657,80000   
               3,15135       1616,63000   
               3,18108       1575,59000   
               3,21081       1534,68000   
               3,24054       1493,91000   
               3,27027       1453,27000   
               3,30000       1412,78000   
               3,32973       1372,44000   
               3,35946       1332,26000   
               3,38919       1292,23000   
               3,41892       1252,38000   
               3,44865       1212,69000   
               3,47838       1173,19000   
               3,50811       1133,87000   
               3,53784       1094,75000   
               3,56757       1055,83000   
               3,59730       1017,12000   
               3,62703       978,62500    
               3,65676       940,35900    
               3,68649       902,32900    
               3,71622       864,54400    
               3,74595       827,01400    
               3,77568       789,75100    
               3,80541       752,76532    
               3,83514       716,06800    
               3,86486       679,72800    
               3,89459       646,34400    
               3,92432       617,16500    
               3,95405       596,42600    
               3,98378       587,24400    
               4,01351       589,34600    
               4,04324       602,81000    
               4,07297       625,72800    
               4,10270       654,21300    
               4,13243       683,00300    
               4,16216       711,93000    
               4,19189       740,99000    
               4,22162       770,52300    
               4,25135       801,42200    
               4,28108       833,62300    
               4,31081       866,16800    
               4,34054       898,80000    
               4,37027       931,51600    
               4,40000       964,31300    
               4,42973       997,18700    
               4,45946       1030,14000   
               4,48919       1063,16000   
               4,51892       1096,25000   
               4,54865       1129,41000   
               4,57838       1162,63000   
               4,60811       1195,92000   
               4,63784       1229,27000   
               4,66757       1262,68000   
               4,69730       1296,14000   
               4,72703       1329,66000   
               4,75676       1363,23000   
               4,78649       1396,86000   
               4,81622       1429,98000   
               4,84595       1459,80000   
               4,87568       1482,99000   
               4,90541       1495,19000   
               4,93514       1495,89000   
               4,96486       1485,08000   
               4,99459       1463,34000   
               5,02432       1434,91000   
               5,05405       1405,94000   
               5,08378       1377,32000   
               5,11351       1349,06000   
               5,14324       1321,17000   
               5,17297       1293,66000   
               5,20270       1266,55000   
               5,23243       1240,55000   
               5,26216       1216,20000   
               5,29189       1193,16000   
               5,32162       1170,62000   
               5,35135       1148,52000   
               5,38108       1126,88000   
               5,41081       1105,55000   
               5,44054       1084,50000   
               5,47027       1063,74000   
               5,50000       1043,30000   
               5,52973       1023,22000   
               5,55946       1003,69000   
               5,58919       984,71500    
               5,61892       966,31500    
               5,64865       948,50200    
               5,67838       929,80600    
               5,70811       908,29500    
               5,73784       883,75100    
               5,76757       856,03300    
               5,79730       826,47200    
               5,82703       800,58700    
               5,85676       780,49900    
               5,88649       768,39500    
               5,91622       764,48300    
               5,94595       768,44700    
               5,97568       774,77124    
               6,00541       781,92300    
               6,03514       789,89200    
               6,06486       798,67000    
               6,09459       808,24400    
               6,12432       818,60400    
               6,15405       829,73700    
               6,18378       841,63100    
               6,21351       854,27400    
               6,24324       867,65100    
               6,27297       881,74800    
               6,30270       896,55100    
               6,33243       912,04600    
               6,36216       928,21800    
               6,39189       945,05100    
               6,42162       962,42100    
               6,45135       979,25885    
               6,48108       995,30100    
               6,51081       1010,60000   
               6,54054       1025,63000   
               6,57027       1040,66000   
               6,60000       1056,55000   
               6,62973       1073,85000   
               6,65946       1092,62000   
               6,68919       1112,85000   
               6,71892       1133,24000   
               6,74865       1147,30000   
               6,77838       1153,91000   
               6,80811       1152,64000   
               6,83784       1143,32000   
               6,86757       1126,05000   
               6,89730       1105,81000   
               6,92703       1086,19000   
               6,95676       1067,20000   
               6,98649       1048,86000   
               7,01622       1031,18000   
               7,04595       1014,17000   
               7,07568       997,85800    
               7,10541       982,25200    
               7,13514       967,36800    
               7,16487       953,22100    
               7,19459       939,82500    
               7,22432       927,19300    
               7,25405       915,33844    
               7,28378       904,27500    
               7,31351       894,01400    
               7,34324       884,56800    
               7,37297       875,94700    
               7,40270       868,16100    
               7,43243       861,22100    
               7,46216       854,04303    
               7,49189       844,99000    
               7,52162       837,10200    
               7,55135       832,47800    
               7,58108       829,30719    
               7,61081       827,22800    
               7,64054       823,82000    
               7,67027       817,00400    
               7,70000       806,85600    
               7,72973       794,25800    
               7,75946       781,70800    
               7,78919       769,40000    
               7,81892       757,33600    
               7,84865       745,51800    
               7,87838       733,93300    
               7,90811       722,55700    
               7,93784       711,39200    
               7,96757       700,44300    
               7,99730       689,72000    
               8,02703       679,25470    
               8,05676       669,06000    
               8,08649       659,13800    
               8,11622       649,49100    
               8,14595       640,12200    
               8,17568       631,03200    
               8,20541       622,22300    
               8,23514       613,69696    
               8,26486       605,45600    
               8,29459       597,50293    
               8,32432       589,83800    
               8,35405       582,46400    
               8,38378       575,38100    
               8,41351       568,59200    
               8,44324       562,09900    
               8,47297       555,90700    
               8,50270       550,67500    
               8,53243       546,71000    
               8,56216       543,89400    
               8,59189       542,21100    
               8,62162       541,74600    
               8,65135       542,68600    
               8,68108       544,56500    
               8,71081       546,85600    
               8,74054       549,55700    
               8,77027       552,67100    
               8,80000       556,19500    
               8,82973       560,13100    
               8,85946       564,47700    
               8,88919       569,23100    
               8,91892       574,72200    
               8,94865       581,25700    
               8,97838       588,77100    
               9,00811       597,21900    
               9,03784       606,56100    
               9,06757       616,34000    
               9,09730       626,37700    
               9,12703       636,66900    
               9,15676       647,21500    
               9,18649       658,01100    
               9,21622       669,05600    
               9,24595       680,34800    
               9,27568       691,88300    
               9,30541       703,65900    
               9,33514       715,67400    
               9,36487       727,92572    
               9,39459       740,41100    
               9,42432       752,71300    
               9,45405       762,08600    
               9,48378       767,92700    
               9,51351       770,18400    
               9,54324       768,88200    
               9,57297       764,12100    
               9,60270       756,39500    
               9,63243       748,43100    
               9,66216       740,81000    
               9,69189       733,53500    
               9,72162       726,60600    
               9,75135       720,02400    
               9,78108       713,79000    
               9,81081       707,90500    
               9,84054       702,37000    
               9,87027       697,18300    
               9,90000       692,34600    
               9,92973       687,85900    
               9,95946       683,72000    
               9,98919       679,93000    
               10,01890      676,48800    
               10,04860      673,39200    
               10,07840      670,64200    
               10,10810      668,23500    
               10,13780      666,17200    
               10,16760      664,44900    
               10,19730      663,06500    
               10,22700      662,01700    
               10,25680      661,30400    
               10,28650      660,92300    
               10,31620      660,87000    
               10,34590      661,11500    
               10,37570      661,85200    
               10,40540      663,51500    
               10,43510      666,07800    
               10,46490      669,23100    
               10,49460      672,40300    
               10,52430      675,58000    
               10,55410      678,76300    
               10,58380      681,95000    
               10,61350      685,14000    
               10,64320      688,33300    
               10,67300      691,52900    
               10,70270      694,72700    
               10,73240      697,92500    
               10,76220      701,12323    
               10,79190      704,32100    
               10,82160      707,51825    
               10,85140      710,71400    
               10,88110      713,90625    
               10,91081      717,09600    
               10,94054      720,28186    
               10,97027      723,46300    
               11,00000      726,64000    
