//              Time(s)       P[1](Prismatic:5)(mm) 
               0,00000       1018,08000   
               0,03000       1016,01000   
               0,06000       1009,85000   
               0,09000       999,71500    
               0,12000       987,76300    
               0,15000       976,04800    
               0,18000       964,57300    
               0,21000       953,34100    
               0,24000       942,35500    
               0,27000       931,62000    
               0,30000       921,13800    
               0,33000       910,91333    
               0,36000       900,94900    
               0,39000       891,24800    
               0,42000       881,81427    
               0,45000       872,65100    
               0,48000       863,76100    
               0,51000       855,14800    
               0,54000       846,81500    
               0,57000       844,39900    
               0,60000       836,44100    
               0,63000       828,77900    
               0,66000       821,41500    
               0,69000       814,34700    
               0,72000       807,57700    
               0,75000       801,10500    
               0,78000       794,94000    
               0,81000       789,08200    
               0,84000       783,51400    
               0,87000       778,23400    
               0,90000       773,25500    
               0,93000       768,57900    
               0,96000       764,21000    
               0,99000       760,15000    
               1,02000       756,40200    
               1,05000       752,97000    
               1,08000       749,85700    
               1,11000       747,06700    
               1,14000       744,60300    
               1,17000       742,47100    
               1,20000       740,67400    
               1,23000       739,21875    
               1,26000       738,11000    
               1,29000       737,35200    
               1,32000       736,95200    
               1,35000       736,91700    
               1,38000       737,25100    
               1,41000       737,96200    
               1,44000       739,05700    
               1,47000       740,54200    
               1,50000       742,42600    
