//              Time(s)       P[1](Prismatic:4)(mm) 
               0,00000       813,73900    
               0,03000       814,31600    
               0,06000       816,10000    
               0,09000       819,05658    
               0,12000       822,54600    
               0,15000       826,33600    
               0,18000       830,42600    
               0,21000       834,81500    
               0,24000       839,50300    
               0,27000       844,48700    
               0,30000       849,76770    
               0,33000       855,34300    
               0,36000       861,21300    
               0,39000       867,37400    
               0,42000       873,82700    
               0,45000       880,56900    
               0,48000       887,59900    
               0,51000       894,91500    
               0,54000       902,51500    
               0,57000       906,28900    
               0,60000       914,25769    
               0,63000       922,49700    
               0,66000       931,00600    
               0,69000       939,78400    
               0,72000       948,82900    
               0,75000       958,14000    
               0,78000       967,70800    
               0,81000       977,52800    
               0,84000       987,62600    
               0,87000       998,00885    
               0,90000       1008,67000   
               0,93000       1019,60000   
               0,96000       1030,80000   
               0,99000       1042,28000   
               1,02000       1054,04000   
               1,05000       1066,08000   
               1,08000       1078,40000   
               1,11000       1091,00000   
               1,14000       1103,90000   
               1,17000       1117,08000   
               1,20000       1130,56000   
               1,23000       1144,33000   
               1,26000       1158,41000   
               1,29000       1172,79000   
               1,32000       1187,49000   
               1,35000       1202,49000   
               1,38000       1217,81000   
               1,41000       1233,46000   
               1,44000       1249,43000   
               1,47000       1265,73000   
               1,50000       1282,37000   
