//              Time(s)       P[1](Prismatic:1)(mm) 
               0,00000       279,86400    
               0,62500       262,07800    
               1,25000       245,99800    
               1,87500       231,83300    
               2,50000       219,77300    
               3,12500       209,98400    
               3,75000       202,60400    
               4,37500       197,73900    
               5,00000       195,46000    
               5,62500       195,80100    
               6,25000       198,75600    
               6,87500       204,28100    
               7,50000       212,29800    
               8,12500       222,69100    
               8,75000       235,31400    
               9,37500       249,99500    
               10,00000      266,53900    
               10,62500      284,73100    
               11,25000      304,34600    
               11,87500      325,14743    
               12,50000      346,89566    
               13,12500      369,34900    
               13,75000      392,26900    
               14,37500      415,42000    
               15,00000      438,57500    
               15,62500      461,51500    
               16,25000      484,03100    
               16,87500      505,92600    
               17,50000      527,01500    
               18,12500      547,12300    
               18,75000      566,09259    
               19,37500      583,77600    
               20,00000      600,04000    
               20,62500      614,76600    
               21,25000      627,84700    
               21,87500      639,19100    
               22,50000      648,72000    
               23,12500      656,36700    
               23,75000      662,08200    
               24,37500      665,82500    
               25,00000      667,57200    
               25,62500      667,31200    
               26,25000      665,04500    
               26,87500      660,78700    
               27,50000      654,56600    
               28,12500      646,42500    
               28,75000      636,41900    
               29,37500      624,61600    
               30,00000      611,09800    
               30,62500      595,96300    
               31,25000      579,31800    
               31,87500      561,28772    
               32,50000      542,00800    
               33,12500      521,62900    
               33,75000      500,31400    
               34,37500      478,24000    
               35,00000      455,59400    
               35,62500      432,57800    
               36,25000      409,40200    
               36,87500      386,28900    
               37,50000      363,46800    
               38,12500      341,17400    
               38,75000      319,64800    
               39,37500      299,13200    
               40,00000      279,86400    
               40,62500      279,86400    
               41,25000      279,86400    
               41,87500      279,86400    
               42,50000      279,86400    
               43,12500      279,86400    
               43,75000      279,86400    
               44,37500      279,86400    
               45,00000      279,86400    
               45,62500      279,86400    
               46,25000      279,86400    
               46,87500      279,86400    
               47,50000      279,86400    
               48,12500      279,86400    
               48,75000      279,86400    
               49,37500      279,86400    
               50,00000      279,86400    
               50,62500      279,86400    
               51,25000      279,86400    
               51,87500      279,86400    
               52,50000      279,86400    
               53,12500      279,86400    
               53,75000      279,86400    
               54,37500      279,86400    
               55,00000      279,86400    
               55,62500      279,86400    
               56,25000      279,86400    
               56,87500      279,86400    
               57,50000      279,86400    
               58,12500      279,86400    
               58,75000      279,86400    
               59,37500      279,86400    
               60,00000      279,86400    
